"LWN","Gyoumri","Gyoumri","Armenia","AM",40.716667,43.833333,405,"Armenië",\N,\N,174982
"EVN","Zvartnots","Yerevan","Armenia","AM",40.147222,44.395833,405,"Armenië","Erevan",616052,174982
"AUA","Reina Beatrix","Aruba","Aruba","AW",12.500000,-70.016667,277,"Aruba",\N,\N,3577279
"VCD","Victoria River Downs","Victoria River Downs","Australia","AU",-16.405000,131.003333,802,"Australië",\N,\N,2077456
"ABG","Abingdon","Abingdon","Australia","AU",-17.666667,143.200000,802,"Australië",\N,\N,2077456
"ADL","Adelaide International Airport","Adelaide","Australia","AU",-34.945000,138.530556,802,"Australië","Adelaide",2078025,2077456
"XHX","Adelaide Keswick Rail","Adelaide","Australia","AU",-33.137500,136.303056,802,"Australië","Adelaide",2078025,2077456
"AGW","Agnew","Agnew","Australia","AU",-12.150000,142.150000,802,"Australië",\N,\N,2077456
"ALH","Albany","Albany","Australia","AU",-34.950000,117.800000,802,"Australië",\N,2077963,2077456
"ABX","Albury","Albury","Australia","AU",-36.066667,146.950000,802,"Australië",\N,2178174,2077456
"AXL","Alexandria","Alexandria","Australia","AU",-19.116667,136.766667,802,"Australië",\N,\N,2077456
"ASP","Alice Springs","Alice Springs","Australia","AU",-23.800000,133.883333,802,"Australië","Alice Springs",2077895,2077456
"XHW","Alice Springs Railway","Alice Springs","Australia","AU",-23.566667,145.800000,802,"Australië","Alice Springs",2077895,2077456
"ABH","Alpha","Alpha","Australia","AU",-23.700000,146.583333,802,"Australië",\N,\N,2077456
"AYD","Alroy Downs","Alroy Downs","Australia","AU",-19.300000,135.950000,802,"Australië",\N,\N,2077456
"AWN","Alton Downs","Alton Downs","Australia","AU",-26.483333,139.316667,802,"Australië",\N,\N,2077456
"GTE","Alyangula","Groote Eylandt","Australia","AU",-14.000000,136.500000,802,"Australië",\N,\N,2077456
"AMT","Amata","Amata","Australia","AU",-26.200000,131.116667,802,"Australië",\N,\N,2077456
"RCN","American River","American River","Australia","AU",-35.783333,137.783333,802,"Australië",\N,\N,2077456
"AMX","Ammaroo","Ammaroo","Australia","AU",-21.740000,135.240000,802,"Australië",\N,\N,2077456
"ADO","Andamooka","Andamooka","Australia","AU",-30.437778,137.137222,802,"Australië",\N,\N,2077456
